src_id,dst_id
4242,5138
4242,739
4242,5228
4243,5229
4244,4245
4245,5230
4243,5231
4246,4247
4245,2493
4243,2493
4245,5232
4243,3028
4245,4353
4242,4353
4247,5233
4245,1837
4243,5234
4248,896
4247,896
4243,720
4249,4248
4245,3631
4245,5235
4245,5236
4245,64
4245,728
4245,2626
4245,181
4245,2138
4242,5237
4242,2637
4245,2448
4242,2654
4245,2354
4245,67
4245,696
4245,384
4245,1589
4243,3061
4245,3945
4245,3322
4245,778
4250,5238
4245,410
4245,526
4242,1306
4245,82
4242,1407
4247,1274
4245,1451
4245,497
4245,2334
4245,625
4242,5239
4245,460
4245,1137
4245,1184
4245,1128
4245,2491
4242,1259
4245,2668
4245,5240
4245,836
4245,2120
4245,952
4245,933
4245,1206
4245,502
4245,1177
4245,5241
4245,2877
4245,2093
4242,2093
4242,1316
4245,4076
4245,281
4245,2498
4243,1143
4245,3143
4245,1720
4245,1637
4245,949
4242,1413
4245,2180
4245,2080
4245,5242
4245,3107
4242,5243
4245,1453
4245,980
4245,1690
4242,1947
4245,1064
4242,3000
4245,1350
4245,1198
4245,44
4245,1021
4245,3076
4242,4833
4245,1564
4245,133
4245,2522
4245,4491
4243,907
4242,2930
4243,586
4243,5244
4250,3947
4243,1352
4242,1857
4243,2792
4242,2406
4242,5245
4243,2856
4245,3934
4242,2947
4242,5246
4243,2431
896,5200
4245,2872
4242,827
4245,2645
4243,5247
4243,1219
4250,1219
4245,60
896,4546
4245,793
896,2911
4245,3014
4243,5248
4242,5249
4242,772
4242,5250
4242,5251
4242,1544
4242,1180
4245,1665
4242,3959
4242,5252
4242,1799
4242,5253
4242,1058
4242,310
4242,5254
4242,896
4242,1057
4245,2533
4245,2819
4242,5255
4242,438
4245,144
4243,5256
4242,1278
4245,2768
4245,2455
4243,1306
4242,5257
4243,1393
4242,1404
4245,471
4242,1344
4242,5258
4243,2227
4242,1788
4243,899
4242,5259
4242,5260
4245,988
4242,1766
4242,5261
4245,3112
4243,3166
4242,2567
4245,718
4242,3310
4243,279
4242,936
4242,3306
4243,2084
4243,295
4245,434
4245,5262
4245,5263
4245,896
4243,896
4250,896
3654,896
4245,142
4245,5264
4245,5265
4245,5266
4245,5267
4245,5268
4245,5269
4251,4250
4247,4250
4250,1543
4245,1414
4245,3566
4242,5270
4243,269
4245,358
4245,4709
4245,5271
4245,444
4243,431
4245,5272
4243,3673
4250,3673
4252,3654
4250,4252
4243,4252
4243,5160
4250,5160
4245,5273
4243,5274
4245,5275
4245,1475
4243,3927
4243,444
4243,4230
4243,1118
4243,5276
4243,5277
4243,3835
4250,3835
4245,481
4245,505
4243,5128
4243,4208
4243,4134
4250,4134
4243,5278
4243,3816
4245,2174
4243,3512
4250,3512
4245,2638
4243,3040
4250,3040
4243,5279
4243,108
4245,13
4245,3872
4243,4190
4243,3588
4243,3586
4245,1131
4245,5280
4245,149
4247,5281
4247,3549
4245,5282
4243,5283
4250,5283
4250,5284
4247,5285
4243,5286
4245,5287
4245,123
4245,3462
4253,4242
4245,25
4247,5288
4245,5289
4242,501
4242,5290
4242,4398
4245,877
4245,2
4242,5291
4245,957
4243,5292
4245,5293
4251,4243
4249,4243
4243,5294
4242,1539
4243,840
4243,450
4245,5295
4245,5296
4243,5297
4242,587
4243,719
4243,556
4245,77
4245,2897
896,3654
4243,572
4245,377
4245,5298
4242,5299
4242,335
4242,293
5138,4242
739,4242
5228,4242
5229,4243
4245,4244
5230,4245
5231,4243
4247,4246
2493,4245
2493,4243
5232,4245
3028,4243
4353,4245
4353,4242
5233,4247
1837,4245
5234,4243
896,4248
896,4247
720,4243
4248,4249
3631,4245
5235,4245
5236,4245
64,4245
728,4245
2626,4245
181,4245
2138,4245
5237,4242
2637,4242
2448,4245
2654,4242
2354,4245
67,4245
696,4245
384,4245
1589,4245
3061,4243
3945,4245
3322,4245
778,4245
5238,4250
410,4245
526,4245
1306,4242
82,4245
1407,4242
1274,4247
1451,4245
497,4245
2334,4245
625,4245
5239,4242
460,4245
1137,4245
1184,4245
1128,4245
2491,4245
1259,4242
2668,4245
5240,4245
836,4245
2120,4245
952,4245
933,4245
1206,4245
502,4245
1177,4245
5241,4245
2877,4245
2093,4245
2093,4242
1316,4242
4076,4245
281,4245
2498,4245
1143,4243
3143,4245
1720,4245
1637,4245
949,4245
1413,4242
2180,4245
2080,4245
5242,4245
3107,4245
5243,4242
1453,4245
980,4245
1690,4245
1947,4242
1064,4245
3000,4242
1350,4245
1198,4245
44,4245
1021,4245
3076,4245
4833,4242
1564,4245
133,4245
2522,4245
4491,4245
907,4243
2930,4242
586,4243
5244,4243
3947,4250
1352,4243
1857,4242
2792,4243
2406,4242
5245,4242
2856,4243
3934,4245
2947,4242
5246,4242
2431,4243
5200,896
2872,4245
827,4242
2645,4245
5247,4243
1219,4243
1219,4250
60,4245
4546,896
793,4245
2911,896
3014,4245
5248,4243
5249,4242
772,4242
5250,4242
5251,4242
1544,4242
1180,4242
1665,4245
3959,4242
5252,4242
1799,4242
5253,4242
1058,4242
310,4242
5254,4242
896,4242
1057,4242
2533,4245
2819,4245
5255,4242
438,4242
144,4245
5256,4243
1278,4242
2768,4245
2455,4245
1306,4243
5257,4242
1393,4243
1404,4242
471,4245
1344,4242
5258,4242
2227,4243
1788,4242
899,4243
5259,4242
5260,4242
988,4245
1766,4242
5261,4242
3112,4245
3166,4243
2567,4242
718,4245
3310,4242
279,4243
936,4242
3306,4242
2084,4243
295,4243
434,4245
5262,4245
5263,4245
896,4245
896,4243
896,4250
142,4245
5264,4245
5265,4245
5266,4245
5267,4245
5268,4245
5269,4245
4250,4251
4250,4247
1543,4250
1414,4245
3566,4245
5270,4242
269,4243
358,4245
4709,4245
5271,4245
444,4245
431,4243
5272,4245
3673,4243
3673,4250
3654,4252
4252,4250
4252,4243
5160,4243
5160,4250
5273,4245
5274,4243
5275,4245
1475,4245
3927,4243
444,4243
4230,4243
1118,4243
5276,4243
5277,4243
3835,4243
3835,4250
481,4245
505,4245
5128,4243
4208,4243
4134,4243
4134,4250
5278,4243
3816,4243
2174,4245
3512,4243
3512,4250
2638,4245
3040,4243
3040,4250
5279,4243
108,4243
13,4245
3872,4245
4190,4243
3588,4243
3586,4243
1131,4245
5280,4245
149,4245
5281,4247
3549,4247
5282,4245
5283,4243
5283,4250
5284,4250
5285,4247
5286,4243
5287,4245
123,4245
3462,4245
4242,4253
25,4245
5288,4247
5289,4245
501,4242
5290,4242
4398,4242
877,4245
2,4245
5291,4242
957,4245
5292,4243
5293,4245
4243,4251
4243,4249
5294,4243
1539,4242
840,4243
450,4243
5295,4245
5296,4245
5297,4243
587,4242
719,4243
556,4243
77,4245
2897,4245
572,4243
377,4245
5298,4245
5299,4242
335,4242
293,4242
